"rank";"id";"name";"id_other";"name_other";"height_diff";"height_diff_other";"length";"length_other";"duration";"duration_other";"slope_cat";"slope_cat_other";"slopeType";"slopetype_other";"regionId";"regionid_other";"embedding";"embedding_other";"angle"
1;1;Armentarola;221;Lagazuoi - Armentarola;1.004;1.007;7.300;8.500;2.459;2.301;medium;medium;red;red;1;3;{0.052493987242497125,0.6083333333333333,0.7866282789507357,0.6666666666666666,0.5,0.08333333333333333};{0.0526508417860504,0.7083333333333334,0.736084452975048,0.6666666666666666,0.5,0.25};0,2008294817
2;1;Armentarola;111;Ried;1.004;1.340;7.300;7.000;2.459;1.065;medium;medium;red;red;1;2;{0.052493987242497125,0.6083333333333333,0.7866282789507357,0.6666666666666666,0.5,0.08333333333333333};{0.07006169612046428,0.5833333333333334,0.34069097888675626,0.6666666666666666,0.5,0.16666666666666666};0,4546846648
3;1;Armentarola;54;Faloria Normale;1.004;444;7.300;2.843;2.459;1.436;medium;medium;red;red;1;1;{0.052493987242497125,0.6083333333333333,0.7866282789507357,0.6666666666666666,0.5,0.08333333333333333};{0.023214472445885183,0.23691666666666666,0.45937300063979525,0.6666666666666666,0.5,0.08333333333333333};0,4958867284
1;2;Lagazuoi;91;Bianca;635;339;2.388;2.056;1.023;1.103;medium;medium;red;red;1;1;{0.033200878385443895,0.199,0.3272552783109405,0.6666666666666666,0.5,0.08333333333333333};{0.017724563421520442,0.17133333333333334,0.35284708893154193,0.6666666666666666,0.5,0.08333333333333333};0,0407418893
2;2;Lagazuoi;69;Rio Gere;635;529;2.388;2.556;1.023;773;medium;medium;red;red;1;1;{0.033200878385443895,0.199,0.3272552783109405,0.6666666666666666,0.5,0.08333333333333333};{0.027658684513228067,0.213,0.2472808701215611,0.6666666666666666,0.5,0.08333333333333333};0,081379493
3;2;Lagazuoi;54;Faloria Normale;635;444;2.388;2.843;1.023;1.436;medium;medium;red;red;1;1;{0.033200878385443895,0.199,0.3272552783109405,0.6666666666666666,0.5,0.08333333333333333};{0.023214472445885183,0.23691666666666666,0.45937300063979525,0.6666666666666666,0.5,0.08333333333333333};0,1378132594
1;3;Falzarego;42;Stries;243;228;2.183;1.737;556;470;easy;easy;blue;blue;1;1;{0.012705218027815539,0.18191666666666667,0.17786308381317978,0.3333333333333333,0.25,0.08333333333333333};{0.011920945310049148,0.14475,0.15035188739603328,0.3333333333333333,0.25,0.08333333333333333};0,0462476175
2;3;Falzarego;38;Col DrusciÃ¨ B;243;330;2.183;1.428;556;631;easy;easy;blue;blue;1;1;{0.012705218027815539,0.18191666666666667,0.17786308381317978,0.3333333333333333,0.25,0.08333333333333333};{0.01725399979086061,0.119,0.2018554062699936,0.3333333333333333,0.25,0.08333333333333333};0,0674894799
3;3;Falzarego;21;Olympia  Pocol;243;208;2.183;1.506;556;408;easy;easy;blue;blue;1;1;{0.012705218027815539,0.18191666666666667,0.17786308381317978,0.3333333333333333,0.25,0.08333333333333333};{0.010875248353027292,0.1255,0.13051823416506717,0.3333333333333333,0.25,0.08333333333333333};0,0736730877
1;4;Col Gallina;82;Loita;113;118;696;793;212;215;easy;easy;blue;blue;1;1;{0.005908187807173481,0.058,0.06781829814459372,0.3333333333333333,0.25,0.08333333333333333};{0.0061696120464289446,0.06608333333333333,0.06877799104286628,0.3333333333333333,0.25,0.08333333333333333};0,0081443005
2;4;Col Gallina;45;Cacciatori;113;151;696;680;212;184;easy;easy;blue;blue;1;1;{0.005908187807173481,0.058,0.06781829814459372,0.3333333333333333,0.25,0.08333333333333333};{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.3333333333333333,0.25,0.08333333333333333};0,0092712185
3;4;Col Gallina;77;MalÃ³n;113;183;696;860;212;233;easy;easy;blue;blue;1;1;{0.005908187807173481,0.058,0.06781829814459372,0.3333333333333333,0.25,0.08333333333333333};{0.009568127156749973,0.07166666666666667,0.0745361484325016,0.3333333333333333,0.25,0.08333333333333333};0,0156621342
1;5;Ovest;34;Caprioli;118;180;510;832;291;225;medium;medium;red;red;1;1;{0.0061696120464289446,0.0425,0.09309021113243762,0.6666666666666666,0.5,0.08333333333333333};{0.009411272613196695,0.06933333333333333,0.07197696737044146,0.6666666666666666,0.5,0.08333333333333333};0,0342973061
2;5;Ovest;47;Canalini 2;118;151;510;680;291;184;medium;medium;red;red;1;1;{0.0061696120464289446,0.0425,0.09309021113243762,0.6666666666666666,0.5,0.08333333333333333};{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.6666666666666666,0.5,0.08333333333333333};0,0370850251
3;5;Ovest;60;Slittone;118;138;510;636;291;172;medium;medium;red;red;1;1;{0.0061696120464289446,0.0425,0.09309021113243762,0.6666666666666666,0.5,0.08333333333333333};{0.0072153090034508,0.053,0.05502239283429303,0.6666666666666666,0.5,0.08333333333333333};0,0395031932
1;6;Limedes;52;Prati;247;209;1.798;1.396;233;378;easy;easy;blue;blue;1;1;{0.01291435741921991,0.14983333333333335,0.0745361484325016,0.3333333333333333,0.25,0.08333333333333333};{0.010927533200878385,0.11633333333333333,0.12092130518234165,0.3333333333333333,0.25,0.08333333333333333};0,0572519016
1;6;Limedes;53;collegamento Pocol Socrepes;247;209;1.798;1.396;233;378;easy;easy;blue;blue;1;1;{0.01291435741921991,0.14983333333333335,0.0745361484325016,0.3333333333333333,0.25,0.08333333333333333};{0.010927533200878385,0.11633333333333333,0.12092130518234165,0.3333333333333333,0.25,0.08333333333333333};0,0572519016
3;6;Limedes;41;Muro de Ra Cioures;247;193;1.798;1.437;233;398;easy;easy;blue;blue;1;1;{0.01291435741921991,0.14983333333333335,0.0745361484325016,0.3333333333333333,0.25,0.08333333333333333};{0.010090975635260901,0.11975,0.127319257837492,0.3333333333333333,0.25,0.08333333333333333};0,0608196931
1;8;Averau;26;San Zan;265;129;1.235;1.243;439;424;easy;easy;blue;blue;1;1;{0.013855484680539579,0.10291666666666667,0.14043506078055024,0.3333333333333333,0.25,0.08333333333333333};{0.0067447453727909655,0.10358333333333333,0.13563659628918745,0.3333333333333333,0.25,0.08333333333333333};0,0086042036
2;8;Averau;20;CostÃ³n del Falco;265;160;1.235;1.109;439;461;easy;easy;blue;blue;1;1;{0.013855484680539579,0.10291666666666667,0.14043506078055024,0.3333333333333333,0.25,0.08333333333333333};{0.00836557565617484,0.09241666666666666,0.14747280870121562,0.3333333333333333,0.25,0.08333333333333333};0,0137811101
3;8;Averau;41;Muro de Ra Cioures;265;193;1.235;1.437;439;398;easy;easy;blue;blue;1;1;{0.013855484680539579,0.10291666666666667,0.14043506078055024,0.3333333333333333,0.25,0.08333333333333333};{0.010090975635260901,0.11975,0.127319257837492,0.3333333333333333,0.25,0.08333333333333333};0,0216692622
1;9;Potor;81;Mazzorana;353;356;1.431;1.437;183;137;medium;medium;red;red;1;1;{0.01845655129143574,0.11925,0.05854126679462572,0.6666666666666666,0.5,0.08333333333333333};{0.018613405834989022,0.11975,0.04382597568777991,0.6666666666666666,0.5,0.08333333333333333};0,0147246187
2;9;Potor;79;Col de Varda;353;256;1.431;1.503;183;263;medium;medium;red;red;1;1;{0.01845655129143574,0.11925,0.05854126679462572,0.6666666666666666,0.5,0.08333333333333333};{0.013384921049879745,0.12525,0.08413307741522713,0.6666666666666666,0.5,0.08333333333333333};0,0267705473
3;9;Potor;16;Collegamento Col Gallina-Lagazuoi;353;378;1.431;1.528;183;304;medium;medium;red;red;1;1;{0.01845655129143574,0.11925,0.05854126679462572,0.6666666666666666,0.5,0.08333333333333333};{0.01976367248771306,0.12733333333333333,0.09724888035828536,0.6666666666666666,0.5,0.08333333333333333};0,0395642287
1;11;Scoiattoli;60;Slittone;182;138;607;636;164;172;medium;medium;red;red;1;1;{0.00951584230889888,0.050583333333333334,0.052463211772232884,0.6666666666666666,0.5,0.08333333333333333};{0.0072153090034508,0.053,0.05502239283429303,0.6666666666666666,0.5,0.08333333333333333};0,0042050136
2;11;Scoiattoli;47;Canalini 2;182;151;607;680;164;184;medium;medium;red;red;1;1;{0.00951584230889888,0.050583333333333334,0.052463211772232884,0.6666666666666666,0.5,0.08333333333333333};{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.6666666666666666,0.5,0.08333333333333333};0,0089759586
3;11;Scoiattoli;49;Variante Pian Ra Valles;182;136;607;394;164;135;medium;medium;red;red;1;1;{0.00951584230889888,0.050583333333333334,0.052463211772232884,0.6666666666666666,0.5,0.08333333333333333};{0.007110739307748614,0.03283333333333333,0.04318618042226487,0.6666666666666666,0.5,0.08333333333333333};0,0201720185
1;12;Lino Lacedelli;44;Bus Tofana;353;360;1.431;1.464;387;396;medium;medium;red;red;1;1;{0.01845655129143574,0.11925,0.1238003838771593,0.6666666666666666,0.5,0.08333333333333333};{0.01882254522639339,0.122,0.12667946257197696,0.6666666666666666,0.5,0.08333333333333333};0,0039981928
2;12;Lino Lacedelli;90;Serpentina;353;359;1.431;1.527;387;413;medium;medium;red;red;1;1;{0.01845655129143574,0.11925,0.1238003838771593,0.6666666666666666,0.5,0.08333333333333333};{0.0187702603785423,0.12725,0.13211772232885477,0.6666666666666666,0.5,0.08333333333333333};0,0115445456
3;12;Lino Lacedelli;17;Scoiattoli bassa;353;378;1.431;1.528;387;414;medium;medium;red;red;1;1;{0.01845655129143574,0.11925,0.1238003838771593,0.6666666666666666,0.5,0.08333333333333333};{0.01976367248771306,0.12733333333333333,0.1324376199616123,0.6666666666666666,0.5,0.08333333333333333};0,0119017096
1;16;Collegamento Col Gallina-Lagazuoi;79;Col de Varda;378;256;1.528;1.503;304;263;medium;medium;red;red;1;1;{0.01976367248771306,0.12733333333333333,0.09724888035828536,0.6666666666666666,0.5,0.08333333333333333};{0.013384921049879745,0.12525,0.08413307741522713,0.6666666666666666,0.5,0.08333333333333333};0,0147327199
2;16;Collegamento Col Gallina-Lagazuoi;13;Nuvolau;378;423;1.528;1.800;304;300;medium;medium;red;red;1;1;{0.01976367248771306,0.12733333333333333,0.09724888035828536,0.6666666666666666,0.5,0.08333333333333333};{0.022116490641012235,0.15,0.09596928982725528,0.6666666666666666,0.5,0.08333333333333333};0,0228243485
3;16;Collegamento Col Gallina-Lagazuoi;15;Skiweg Croda Negra;378;246;1.528;1.740;304;356;medium;medium;red;red;1;1;{0.01976367248771306,0.12733333333333333,0.09724888035828536,0.6666666666666666,0.5,0.08333333333333333};{0.012862072571368817,0.145,0.11388355726167626,0.6666666666666666,0.5,0.08333333333333333};0,025228073
1;17;Scoiattoli bassa;90;Serpentina;378;359;1.528;1.527;414;413;medium;medium;red;red;1;1;{0.01976367248771306,0.12733333333333333,0.1324376199616123,0.6666666666666666,0.5,0.08333333333333333};{0.0187702603785423,0.12725,0.13211772232885477,0.6666666666666666,0.5,0.08333333333333333};0,0010469702
2;17;Scoiattoli bassa;44;Bus Tofana;378;360;1.528;1.464;414;396;medium;medium;red;red;1;1;{0.01976367248771306,0.12733333333333333,0.1324376199616123,0.6666666666666666,0.5,0.08333333333333333};{0.01882254522639339,0.122,0.12667946257197696,0.6666666666666666,0.5,0.08333333333333333};0,0079048429
3;17;Scoiattoli bassa;12;Lino Lacedelli;378;353;1.528;1.431;414;387;medium;medium;red;red;1;1;{0.01976367248771306,0.12733333333333333,0.1324376199616123,0.6666666666666666,0.5,0.08333333333333333};{0.01845655129143574,0.11925,0.1238003838771593,0.6666666666666666,0.5,0.08333333333333333};0,0119017096
1;20;CostÃ³n del Falco;8;Averau;160;265;1.109;1.235;461;439;easy;easy;blue;blue;1;1;{0.00836557565617484,0.09241666666666666,0.14747280870121562,0.3333333333333333,0.25,0.08333333333333333};{0.013855484680539579,0.10291666666666667,0.14043506078055024,0.3333333333333333,0.25,0.08333333333333333};0,0137811101
2;20;CostÃ³n del Falco;26;San Zan;160;129;1.109;1.243;461;424;easy;easy;blue;blue;1;1;{0.00836557565617484,0.09241666666666666,0.14747280870121562,0.3333333333333333,0.25,0.08333333333333333};{0.0067447453727909655,0.10358333333333333,0.13563659628918745,0.3333333333333333,0.25,0.08333333333333333};0,0163529037
3;20;CostÃ³n del Falco;25;Roncato;160;167;1.109;1.006;461;374;easy;easy;blue;blue;1;1;{0.00836557565617484,0.09241666666666666,0.14747280870121562,0.3333333333333333,0.25,0.08333333333333333};{0.00873156959113249,0.08383333333333333,0.11964171465131158,0.3333333333333333,0.25,0.08333333333333333};0,0291269181
1;21;Olympia  Pocol;41;Muro de Ra Cioures;208;193;1.506;1.437;408;398;easy;easy;blue;blue;1;1;{0.010875248353027292,0.1255,0.13051823416506717,0.3333333333333333,0.25,0.08333333333333333};{0.010090975635260901,0.11975,0.127319257837492,0.3333333333333333,0.25,0.08333333333333333};0,0066265401
2;21;Olympia  Pocol;53;collegamento Pocol Socrepes;208;209;1.506;1.396;408;378;easy;easy;blue;blue;1;1;{0.010875248353027292,0.1255,0.13051823416506717,0.3333333333333333,0.25,0.08333333333333333};{0.010927533200878385,0.11633333333333333,0.12092130518234165,0.3333333333333333,0.25,0.08333333333333333};0,0132714565
2;21;Olympia  Pocol;52;Prati;208;209;1.506;1.396;408;378;easy;easy;blue;blue;1;1;{0.010875248353027292,0.1255,0.13051823416506717,0.3333333333333333,0.25,0.08333333333333333};{0.010927533200878385,0.11633333333333333,0.12092130518234165,0.3333333333333333,0.25,0.08333333333333333};0,0132714565
1;22;RosÃ ;20;CostÃ³n del Falco;60;160;656;1.109;495;461;easy;easy;blue;blue;1;1;{0.003137090871065565,0.05466666666666667,0.15834932821497122,0.3333333333333333,0.25,0.08333333333333333};{0.00836557565617484,0.09241666666666666,0.14747280870121562,0.3333333333333333,0.25,0.08333333333333333};0,0396320354
2;22;RosÃ ;25;Roncato;60;167;656;1.006;495;374;easy;easy;blue;blue;1;1;{0.003137090871065565,0.05466666666666667,0.15834932821497122,0.3333333333333333,0.25,0.08333333333333333};{0.00873156959113249,0.08383333333333333,0.11964171465131158,0.3333333333333333,0.25,0.08333333333333333};0,0487880312
3;22;RosÃ ;27;Col TarÃ³n;60;132;656;863;495;347;easy;easy;blue;blue;1;1;{0.003137090871065565,0.05466666666666667,0.15834932821497122,0.3333333333333333,0.25,0.08333333333333333};{0.006901599916344243,0.07191666666666667,0.1110044785668586,0.3333333333333333,0.25,0.08333333333333333};0,0505298804
1;23;Socrepes;83;DonariÃ©;48;96;332;601;226;163;easy;easy;blue;blue;1;1;{0.002509672696852452,0.027666666666666666,0.07229686500319897,0.3333333333333333,0.25,0.08333333333333333};{0.005019345393704904,0.050083333333333334,0.052143314139475365,0.3333333333333333,0.25,0.08333333333333333};0,0302484878
1;23;Socrepes;84;Prati;48;96;332;601;226;163;easy;easy;blue;blue;1;1;{0.002509672696852452,0.027666666666666666,0.07229686500319897,0.3333333333333333,0.25,0.08333333333333333};{0.005019345393704904,0.050083333333333334,0.052143314139475365,0.3333333333333333,0.25,0.08333333333333333};0,0302484878
3;23;Socrepes;4;Col Gallina;48;113;332;696;226;212;easy;easy;blue;blue;1;1;{0.002509672696852452,0.027666666666666666,0.07229686500319897,0.3333333333333333,0.25,0.08333333333333333};{0.005908187807173481,0.058,0.06781829814459372,0.3333333333333333,0.25,0.08333333333333333};0,0308499364
1;24;RedoncÃ¨;77;MalÃ³n;175;183;917;860;248;233;easy;easy;blue;blue;1;1;{0.009149848373941233,0.07641666666666666,0.07933461292386436,0.3333333333333333,0.25,0.08333333333333333};{0.009568127156749973,0.07166666666666667,0.0745361484325016,0.3333333333333333,0.25,0.08333333333333333};0,0067648148
2;24;RedoncÃ¨;48;Pian Ra Valles;175;259;917;961;248;279;easy;easy;blue;blue;1;1;{0.009149848373941233,0.07641666666666666,0.07933461292386436,0.3333333333333333,0.25,0.08333333333333333};{0.013541775593433024,0.08008333333333334,0.0892514395393474,0.3333333333333333,0.25,0.08333333333333333};0,0114488829
3;24;RedoncÃ¨;74;Taiarezze;175;240;917;863;248;281;easy;easy;blue;blue;1;1;{0.009149848373941233,0.07641666666666666,0.07933461292386436,0.3333333333333333,0.25,0.08333333333333333};{0.01254836348426226,0.07191666666666667,0.08989123480486244,0.3333333333333333,0.25,0.08333333333333333};0,0119683821
1;25;Roncato;27;Col TarÃ³n;167;132;1.006;863;374;347;easy;easy;blue;blue;1;1;{0.00873156959113249,0.08383333333333333,0.11964171465131158,0.3333333333333333,0.25,0.08333333333333333};{0.006901599916344243,0.07191666666666667,0.1110044785668586,0.3333333333333333,0.25,0.08333333333333333};0,0148309669
2;25;Roncato;26;San Zan;167;129;1.006;1.243;374;424;easy;easy;blue;blue;1;1;{0.00873156959113249,0.08383333333333333,0.11964171465131158,0.3333333333333333,0.25,0.08333333333333333};{0.0067447453727909655,0.10358333333333333,0.13563659628918745,0.3333333333333333,0.25,0.08333333333333333};0,0254920813
3;25;Roncato;76;Raccordo Follina;167;205;1.006;1.100;374;298;easy;easy;blue;blue;1;1;{0.00873156959113249,0.08383333333333333,0.11964171465131158,0.3333333333333333,0.25,0.08333333333333333};{0.010718393809474015,0.09166666666666666,0.09532949456174024,0.3333333333333333,0.25,0.08333333333333333};0,0256201606
1;26;San Zan;8;Averau;129;265;1.243;1.235;424;439;easy;easy;blue;blue;1;1;{0.0067447453727909655,0.10358333333333333,0.13563659628918745,0.3333333333333333,0.25,0.08333333333333333};{0.013855484680539579,0.10291666666666667,0.14043506078055024,0.3333333333333333,0.25,0.08333333333333333};0,0086042036
2;26;San Zan;20;CostÃ³n del Falco;129;160;1.243;1.109;424;461;easy;easy;blue;blue;1;1;{0.0067447453727909655,0.10358333333333333,0.13563659628918745,0.3333333333333333,0.25,0.08333333333333333};{0.00836557565617484,0.09241666666666666,0.14747280870121562,0.3333333333333333,0.25,0.08333333333333333};0,0163529037
3;26;San Zan;41;Muro de Ra Cioures;129;193;1.243;1.437;424;398;easy;easy;blue;blue;1;1;{0.0067447453727909655,0.10358333333333333,0.13563659628918745,0.3333333333333333,0.25,0.08333333333333333};{0.010090975635260901,0.11975,0.127319257837492,0.3333333333333333,0.25,0.08333333333333333};0,0184861161
1;27;Col TarÃ³n;25;Roncato;132;167;863;1.006;347;374;easy;easy;blue;blue;1;1;{0.006901599916344243,0.07191666666666667,0.1110044785668586,0.3333333333333333,0.25,0.08333333333333333};{0.00873156959113249,0.08383333333333333,0.11964171465131158,0.3333333333333333,0.25,0.08333333333333333};0,0148309669
2;27;Col TarÃ³n;72;Son Forca;132;158;863;966;347;286;easy;easy;blue;blue;1;1;{0.006901599916344243,0.07191666666666667,0.1110044785668586,0.3333333333333333,0.25,0.08333333333333333};{0.008261005960472655,0.0805,0.09149072296865003,0.3333333333333333,0.25,0.08333333333333333};0,0213613729
3;27;Col TarÃ³n;74;Taiarezze;132;240;863;863;347;281;easy;easy;blue;blue;1;1;{0.006901599916344243,0.07191666666666667,0.1110044785668586,0.3333333333333333,0.25,0.08333333333333333};{0.01254836348426226,0.07191666666666667,0.08989123480486244,0.3333333333333333,0.25,0.08333333333333333};0,0218553197
1;28;ValÃ³n;71;Creste Bianche;166;178;927;814;649;558;medium;medium;red;red;1;1;{0.008679284743281397,0.07725,0.2076135636596289,0.6666666666666666,0.5,0.08333333333333333};{0.009306702917494511,0.06783333333333333,0.1785028790786948,0.6666666666666666,0.5,0.08333333333333333};0,0306022748
2;28;ValÃ³n;46;Canalini 1;166;282;927;863;649;530;medium;medium;red;red;1;1;{0.008679284743281397,0.07725,0.2076135636596289,0.6666666666666666,0.5,0.08333333333333333};{0.014744327094008157,0.07191666666666667,0.1695457453614843,0.6666666666666666,0.5,0.08333333333333333};0,0389151381
3;28;ValÃ³n;10;"5 Torri";166;378;927;1.528;649;524;medium;medium;red;red;1;1;{0.008679284743281397,0.07725,0.2076135636596289,0.6666666666666666,0.5,0.08333333333333333};{0.01976367248771306,0.12733333333333333,0.1676263595649392,0.6666666666666666,0.5,0.08333333333333333};0,0650398372
1;29;Canalone;57;Vitelli Bassa;431;308;2.040;1.751;403;436;medium;medium;red;red;1;1;{0.022534769423820978,0.17,0.1289187460012796,0.6666666666666666,0.5,0.08333333333333333};{0.016103733138136567,0.14591666666666667,0.13947536788227768,0.6666666666666666,0.5,0.08333333333333333};0,0270704163
2;29;Canalone;15;Skiweg Croda Negra;431;246;2.040;1.740;403;356;medium;medium;red;red;1;1;{0.022534769423820978,0.17,0.1289187460012796,0.6666666666666666,0.5,0.08333333333333333};{0.012862072571368817,0.145,0.11388355726167626,0.6666666666666666,0.5,0.08333333333333333};0,0307346379
3;29;Canalone;13;Nuvolau;431;423;2.040;1.800;403;300;medium;medium;red;red;1;1;{0.022534769423820978,0.17,0.1289187460012796,0.6666666666666666,0.5,0.08333333333333333};{0.022116490641012235,0.15,0.09596928982725528,0.6666666666666666,0.5,0.08333333333333333};0,0385466162
1;30;Vertigine Bianca;59;Stratondi;334;300;871;846;343;310;hard;hard;black;black;1;1;{0.01746313918226498,0.07258333333333333,0.10972488803582854,1.0,0.75,0.08333333333333333};{0.015685454355327828,0.0705,0.09916826615483046,1.0,0.75,0.08333333333333333};0,0109060858
2;30;Vertigine Bianca;87;CiastÃ¨l;334;238;871;966;343;261;hard;hard;black;black;1;1;{0.01746313918226498,0.07258333333333333,0.10972488803582854,1.0,0.75,0.08333333333333333};{0.012443793788560075,0.0805,0.08349328214971209,1.0,0.75,0.08333333333333333};0,0278561409
3;30;Vertigine Bianca;33;Olympia - Stratofana (pista Schuss);334;212;871;689;343;420;hard;hard;black;black;1;1;{0.01746313918226498,0.07258333333333333,0.10972488803582854,1.0,0.75,0.08333333333333333};{0.011084387744431663,0.057416666666666664,0.1343570057581574,1.0,0.75,0.08333333333333333};0,0296219086
1;31;Cacciatori;91;Bianca;215;339;545;2.056;1.173;1.103;medium;medium;red;red;1;1;{0.011241242287984942,0.04541666666666667,0.3752399232245681,0.6666666666666666,0.5,0.08333333333333333};{0.017724563421520442,0.17133333333333334,0.35284708893154193,0.6666666666666666,0.5,0.08333333333333333};0,1280565478
1;31;Cacciatori;91;Bianca;215;339;545;2.056;1.173;1.103;medium;medium;red;red;1;1;{0.011241242287984942,0.04541666666666667,0.3752399232245681,0.6666666666666666,0.5,0.08333333333333333};{0.017724563421520442,0.17133333333333334,0.35284708893154193,0.6666666666666666,0.5,0.08333333333333333};0,1280565478
3;31;Cacciatori;2;Lagazuoi;215;635;545;2.388;1.173;1.023;medium;medium;red;red;1;1;{0.011241242287984942,0.04541666666666667,0.3752399232245681,0.6666666666666666,0.5,0.08333333333333333};{0.033200878385443895,0.199,0.3272552783109405,0.6666666666666666,0.5,0.08333333333333333};0,162396404
3;31;Cacciatori;2;Lagazuoi;215;635;545;2.388;1.173;1.023;medium;medium;red;red;1;1;{0.011241242287984942,0.04541666666666667,0.3752399232245681,0.6666666666666666,0.5,0.08333333333333333};{0.033200878385443895,0.199,0.3272552783109405,0.6666666666666666,0.5,0.08333333333333333};0,162396404
1;32;Stratofana Olimpica;29;Canalone;759;431;2.402;2.040;516;403;medium;medium;red;red;1;1;{0.0396841995189794,0.20016666666666666,0.16506717850287908,0.6666666666666666,0.5,0.08333333333333333};{0.022534769423820978,0.17,0.1289187460012796,0.6666666666666666,0.5,0.08333333333333333};0,0501082818
2;32;Stratofana Olimpica;73;A. Tomba;759;669;2.402;2.714;516;361;medium;medium;red;red;1;1;{0.0396841995189794,0.20016666666666666,0.16506717850287908,0.6666666666666666,0.5,0.08333333333333333};{0.034978563212381054,0.22616666666666665,0.11548304542546385,0.6666666666666666,0.5,0.08333333333333333};0,0561847779
3;32;Stratofana Olimpica;57;Vitelli Bassa;759;308;2.402;1.751;516;436;medium;medium;red;red;1;1;{0.0396841995189794,0.20016666666666666,0.16506717850287908,0.6666666666666666,0.5,0.08333333333333333};{0.016103733138136567,0.14591666666666667,0.13947536788227768,0.6666666666666666,0.5,0.08333333333333333};0,0644518554
1;34;Caprioli;47;Canalini 2;180;151;832;680;225;184;medium;medium;red;red;1;1;{0.009411272613196695,0.06933333333333333,0.07197696737044146,0.6666666666666666,0.5,0.08333333333333333};{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.6666666666666666,0.5,0.08333333333333333};0,0182966603
2;34;Caprioli;60;Slittone;180;138;832;636;225;172;medium;medium;red;red;1;1;{0.009411272613196695,0.06933333333333333,0.07197696737044146,0.6666666666666666,0.5,0.08333333333333333};{0.0072153090034508,0.053,0.05502239283429303,0.6666666666666666,0.5,0.08333333333333333};0,0236443996
3;34;Caprioli;11;Scoiattoli;180;182;832;607;225;164;medium;medium;red;red;1;1;{0.009411272613196695,0.06933333333333333,0.07197696737044146,0.6666666666666666,0.5,0.08333333333333333};{0.00951584230889888,0.050583333333333334,0.052463211772232884,0.6666666666666666,0.5,0.08333333333333333};0,0270621524
1;35;Labirinti;80;La Pala;258;176;683;526;175;142;hard;hard;black;black;1;1;{0.013489490745581931,0.056916666666666664,0.05598208573256558,1.0,0.75,0.08333333333333333};{0.009202133221792325,0.043833333333333335,0.045425463851567496,1.0,0.75,0.08333333333333333};0,0173492741
2;35;Labirinti;61;Bigontina;258;221;683;756;175;229;hard;hard;black;black;1;1;{0.013489490745581931,0.056916666666666664,0.05598208573256558,1.0,0.75,0.08333333333333333};{0.011554951375091499,0.063,0.07325655790147152,1.0,0.75,0.08333333333333333};0,0184162096
3;35;Labirinti;75;Fedo;258;162;683;835;175;226;hard;hard;black;black;1;1;{0.013489490745581931,0.056916666666666664,0.05598208573256558,1.0,0.75,0.08333333333333333};{0.008470145351877026,0.06958333333333333,0.07229686500319897,1.0,0.75,0.08333333333333333};0,0212558297
1;36;Tofanina;37;Tofanina 1;418;409;3.418;3.418;756;925;easy;easy;blue;blue;1;1;{0.02185506640175677,0.2848333333333333,0.2418426103646833,0.3333333333333333,0.25,0.08333333333333333};{0.021384502771096936,0.2848333333333333,0.29590531030070377,0.3333333333333333,0.25,0.08333333333333333};0,0540647478
2;36;Tofanina;105;Furcia 9;418;533;3.418;2.702;756;671;easy;easy;blue;blue;1;2;{0.02185506640175677,0.2848333333333333,0.2418426103646833,0.3333333333333333,0.25,0.08333333333333333};{0.02786782390463244,0.22516666666666665,0.2146513115802943,0.3333333333333333,0.25,0.16666666666666666};0,1062077
3;36;Tofanina;3;Falzarego;418;243;3.418;2.183;756;556;easy;easy;blue;blue;1;1;{0.02185506640175677,0.2848333333333333,0.2418426103646833,0.3333333333333333,0.25,0.08333333333333333};{0.012705218027815539,0.18191666666666667,0.17786308381317978,0.3333333333333333,0.25,0.08333333333333333};0,121527527
1;38;Col DrusciÃ¨ B;85;Tambres;330;199;1.428;1.524;631;712;easy;easy;blue;blue;1;1;{0.01725399979086061,0.119,0.2018554062699936,0.3333333333333333,0.25,0.08333333333333333};{0.010404684722367458,0.127,0.22776711452335252,0.3333333333333333,0.25,0.08333333333333333};0,0279701581
2;38;Col DrusciÃ¨ B;42;Stries;330;228;1.428;1.737;631;470;easy;easy;blue;blue;1;1;{0.01725399979086061,0.119,0.2018554062699936,0.3333333333333333,0.25,0.08333333333333333};{0.011920945310049148,0.14475,0.15035188739603328,0.3333333333333333,0.25,0.08333333333333333};0,0578283358
3;38;Col DrusciÃ¨ B;20;CostÃ³n del Falco;330;160;1.428;1.109;631;461;easy;easy;blue;blue;1;1;{0.01725399979086061,0.119,0.2018554062699936,0.3333333333333333,0.25,0.08333333333333333};{0.00836557565617484,0.09241666666666666,0.14747280870121562,0.3333333333333333,0.25,0.08333333333333333};0,061181244
1;39;Col DrusciÃ© A;56;Vitelli;325;316;907;1.169;781;805;hard;hard;black;black;1;1;{0.016992575551605146,0.07558333333333334,0.24984005118362124,1.0,0.75,0.08333333333333333};{0.01652201192094531,0.09741666666666667,0.25751759436980165,1.0,0.75,0.08333333333333333};0,0231486618
